Product Code,Ship Direct Flag,Delivery Flash,Stock Level,Stock Promise Date,DROPPEDLINE
EDR690,DIRECT,DF_23WEEKS,0,,N
EDR700,DIRECT,DF_23WEEKS,0,,N
EDR701,DIRECT,DF_23WEEKS,0,,N
EDR702,DIRECT,DF_23WEEKS,0,,N
EDR703,DIRECT,DF_23WEEKS,0,,N
EDR704,DIRECT,DF_23WEEKS,0,,N
EDR705,DIRECT,DF_23WEEKS,0,,N
EDR706,DIRECT,DF_23WEEKS,0,,N
EDR707,DIRECT,DF_23WEEKS,0,,N
EDR708,DIRECT,DF_23WEEKS,0,,N
EDR709,DIRECT,DF_23WEEKS,0,,N
EDS490,DIRECT,DF_23WEEKS,0,,N
EDS491,DIRECT,DF_23WEEKS,0,,N
EDS492,DIRECT,DF_23WEEKS,0,,N
EDS493,DIRECT,DF_23WEEKS,0,,N
EDS494,DIRECT,DF_23WEEKS,0,,N
EDS495,DIRECT,DF_23WEEKS,0,,N
EDS496,DIRECT,DF_23WEEKS,0,,N
EDS497,DIRECT,DF_23WEEKS,0,,N
EDS498,DIRECT,DF_23WEEKS,0,,N
EDS499,DIRECT,DF_23WEEKS,0,,N
EDS520,DIRECT,DF_23WEEKS,0,,N
EDS521,DIRECT,DF_23WEEKS,0,,N
EDS522,DIRECT,DF_23WEEKS,0,,N
EDS523,DIRECT,DF_23WEEKS,0,,N
EDS524,DIRECT,DF_23WEEKS,0,,N
EDS525,DIRECT,DF_23WEEKS,0,,N
EDS526,DIRECT,DF_23WEEKS,0,,N
EDS527,DIRECT,DF_23WEEKS,0,,N
EDS528,DIRECT,DF_23WEEKS,0,,N
EDS560,DIRECT,DF_23WEEKS,0,,N
EDS561,DIRECT,DF_23WEEKS,0,,N
EDS562,DIRECT,DF_23WEEKS,0,,N
EDS563,DIRECT,DF_23WEEKS,0,,N
EDS564,DIRECT,DF_23WEEKS,0,,N
EDS565,DIRECT,DF_23WEEKS,0,,N
EDS566,DIRECT,DF_23WEEKS,0,,N
EDS567,DIRECT,DF_23WEEKS,0,,N
EDS568,DIRECT,DF_23WEEKS,0,,N
EDS569,DIRECT,DF_23WEEKS,0,,N
EDS570,DIRECT,DF_23WEEKS,0,,N
EDS571,DIRECT,DF_23WEEKS,0,,N
EDS572,DIRECT,DF_23WEEKS,0,,N
EDS573,DIRECT,DF_23WEEKS,0,,N
EDS574,DIRECT,DF_23WEEKS,0,,N
EDS575,DIRECT,DF_23WEEKS,0,,N
EDS576,DIRECT,DF_23WEEKS,0,,N
EDS577,DIRECT,DF_23WEEKS,0,,N
EDS578,DIRECT,DF_23WEEKS,0,,N
EDS579,DIRECT,DF_23WEEKS,0,,N
EDS580,DIRECT,DF_23WEEKS,0,,N
EDS581,DIRECT,DF_23WEEKS,0,,N
EDS582,DIRECT,DF_23WEEKS,0,,N
EDS583,DIRECT,DF_23WEEKS,0,,N
EDS584,DIRECT,DF_23WEEKS,0,,N
EDS585,DIRECT,DF_23WEEKS,0,,N
EDS586,DIRECT,DF_23WEEKS,0,,N
EDS587,DIRECT,DF_23WEEKS,0,,N
EDS588,DIRECT,DF_23WEEKS,0,,N
EDS589,DIRECT,DF_23WEEKS,0,,N
EDS688,DIRECT,DF_23WEEKS,0,,N
EDS689,DIRECT,DF_23WEEKS,0,,N
EDS690,DIRECT,DF_23WEEKS,0,,N
EDS691,DIRECT,DF_23WEEKS,0,,N
EDS692,DIRECT,DF_23WEEKS,0,,N
EDS694,DIRECT,DF_23WEEKS,0,,N
EDS695,DIRECT,DF_23WEEKS,0,,N
EDS696,DIRECT,DF_23WEEKS,0,,N
EDS697,DIRECT,DF_23WEEKS,0,,N
EDS698,DIRECT,DF_23WEEKS,0,,N
EDS699,DIRECT,DF_23WEEKS,0,,N
EDW082,DIRECT,DF_56WEEKS,0,,N
EDW310,STOCKED,DF_23WEEKS,0,,Y
EDW311,STOCKED,DF_23WEEKS,0,,Y
EDW312,DIRECT,DF_23WEEKS,0,,N
EDW313,DIRECT,DF_23WEEKS,0,,N
EDW314,DIRECT,DF_23WEEKS,0,,N
EDW315,DIRECT,DF_23WEEKS,0,,N
EDW320,DIRECT,DF_23WEEKS,0,,N
EDW321,DIRECT,DF_23WEEKS,0,,N
EDW322,DIRECT,DF_23WEEKS,0,,N
EDW323,DIRECT,DF_23WEEKS,0,,N
EDW324,DIRECT,DF_23WEEKS,0,,N
EDW325,DIRECT,DF_23WEEKS,0,,N
EDW326,DIRECT,DF_23WEEKS,0,,N
EDW327,DIRECT,DF_23WEEKS,0,,N
EDW328,DIRECT,DF_23WEEKS,0,,N
EDW329,DIRECT,DF_23WEEKS,0,,N
EDW330,DIRECT,DF_23WEEKS,0,,N
EDW331,DIRECT,DF_23WEEKS,0,,N
EDW332,DIRECT,DF_23WEEKS,0,,N
EDW333,DIRECT,DF_23WEEKS,0,,N
EDW334,DIRECT,DF_23WEEKS,0,,N
EDW335,DIRECT,DF_23WEEKS,0,,N
EDW336,DIRECT,DF_23WEEKS,0,,N
EDW337,DIRECT,DF_23WEEKS,0,,N
EDW340,DIRECT,DF_23WEEKS,0,,N
EDW341,DIRECT,DF_23WEEKS,0,,N
EDW342,DIRECT,DF_23WEEKS,0,,N
EDW343,DIRECT,DF_23WEEKS,0,,N
EDW344,DIRECT,DF_23WEEKS,0,,N
EDW345,DIRECT,DF_23WEEKS,0,,N
EDW350,DIRECT,DF_23WEEKS,0,,N
EDW351,DIRECT,DF_23WEEKS,0,,N
EDW352,DIRECT,DF_23WEEKS,0,,N
EDW353,DIRECT,DF_23WEEKS,0,,N
EDW354,DIRECT,DF_23WEEKS,0,,N
EDW355,DIRECT,DF_23WEEKS,0,,N
EDW356,DIRECT,DF_23WEEKS,0,,N
EDW357,DIRECT,DF_23WEEKS,0,,N
EDW358,DIRECT,DF_23WEEKS,0,,N
EDW359,DIRECT,DF_23WEEKS,0,,N
EDW360,DIRECT,DF_23WEEKS,0,,N
EDW361,DIRECT,DF_23WEEKS,0,,N
EDW362,DIRECT,DF_23WEEKS,0,,N
EDW363,DIRECT,DF_23WEEKS,0,,N
EDW364,DIRECT,DF_23WEEKS,0,,N
EDW365,DIRECT,DF_23WEEKS,0,,N
EDW366,DIRECT,DF_23WEEKS,0,,N
EDW367,DIRECT,DF_23WEEKS,0,,N
EDW368,DIRECT,DF_23WEEKS,0,,N
EDW369,DIRECT,DF_23WEEKS,0,,N
EDW370,DIRECT,DF_23WEEKS,0,,N
EDW371,DIRECT,DF_23WEEKS,0,,N
EDW372,DIRECT,DF_23WEEKS,0,,N
EDW373,DIRECT,DF_23WEEKS,0,,N
EDW374,DIRECT,DF_23WEEKS,0,,N
EDW375,DIRECT,DF_23WEEKS,0,,N
EDW376,DIRECT,DF_23WEEKS,0,,N
EDW377,DIRECT,DF_23WEEKS,0,,N
EDW378,DIRECT,DF_23WEEKS,0,,N
EDW379,DIRECT,DF_23WEEKS,0,,N
EDW380,DIRECT,DF_23WEEKS,0,,N
EDW381,DIRECT,DF_23WEEKS,0,,N
EDW382,DIRECT,DF_23WEEKS,0,,N
EDW383,DIRECT,DF_23WEEKS,0,,N
EDW384,DIRECT,DF_23WEEKS,0,,N
EDW390,DIRECT,DF_23WEEKS,0,,N
EDW391,DIRECT,DF_23WEEKS,0,,N
EDW392,DIRECT,DF_23WEEKS,0,,N
EDW393,DIRECT,DF_23WEEKS,0,,N
EDW394,DIRECT,DF_23WEEKS,0,,N
EDW395,DIRECT,DF_23WEEKS,0,,N
EDW396,DIRECT,DF_23WEEKS,0,,N
EDW398,DIRECT,DF_23WEEKS,0,,N
EDW399,DIRECT,DF_23WEEKS,0,,N
EDW400,DIRECT,DF_23WEEKS,0,,N
EDW401,DIRECT,DF_23WEEKS,0,,N
EDW402,DIRECT,DF_23WEEKS,0,,N
EDW403,DIRECT,DF_23WEEKS,0,,N
EDW404,DIRECT,DF_23WEEKS,0,,N
EDW405,DIRECT,DF_23WEEKS,0,,N
EDW406,DIRECT,DF_23WEEKS,0,,N
EDW407,DIRECT,DF_23WEEKS,0,,N
EDW408,DIRECT,DF_23WEEKS,0,,N
EDW409,DIRECT,DF_23WEEKS,0,,N
EDW410,DIRECT,DF_23WEEKS,0,,N
EDW411,DIRECT,DF_23WEEKS,0,,N
EDW412,DIRECT,DF_23WEEKS,0,,N
EDW413,DIRECT,DF_23WEEKS,0,,N
EDW414,DIRECT,DF_23WEEKS,0,,N
EDW415,DIRECT,DF_23WEEKS,0,,N
EDW416,DIRECT,DF_23WEEKS,0,,N
EDW417,DIRECT,DF_23WEEKS,0,,N
EDW418,DIRECT,DF_23WEEKS,0,,N
EDW606,DIRECT,DF_23WEEKS,0,,N
EDW608,DIRECT,DF_23WEEKS,0,,N
EDW609,DIRECT,DF_23WEEKS,0,,N
EDW616,STOCKED,DF_34WEEKS,0,,Y
EDW761,DIRECT,DF_23WEEKS,0,,N
EDW762,DIRECT,DF_23WEEKS,0,,N
EDW763,DIRECT,DF_23WEEKS,0,,N
EDW764,DIRECT,DF_23WEEKS,0,,N
EDW765,DIRECT,DF_23WEEKS,0,,N
EDW766,DIRECT,DF_23WEEKS,0,,N
EDW767,DIRECT,DF_23WEEKS,0,,N
EDW768,DIRECT,DF_23WEEKS,0,,N
EDW790,DIRECT,DF_23WEEKS,0,,N
EDW791,DIRECT,DF_23WEEKS,0,,N
EDW792,DIRECT,DF_23WEEKS,0,,N
EDW793,DIRECT,DF_23WEEKS,0,,N
EDW794,DIRECT,DF_23WEEKS,0,,N
EDW795,DIRECT,DF_23WEEKS,0,,N
EDW796,DIRECT,DF_23WEEKS,0,,N
EDW797,DIRECT,DF_23WEEKS,0,,N
EDY043,DIRECT,DF_23WEEKS,0,,N
EDY044,DIRECT,DF_23WEEKS,0,,N
EDY045,DIRECT,DF_23WEEKS,0,,N
EDY046,DIRECT,DF_23WEEKS,0,,N
EDY047,DIRECT,DF_23WEEKS,0,,N
EDY048,DIRECT,DF_23WEEKS,0,,N
EDY049,DIRECT,DF_23WEEKS,0,,N
EDY090,DIRECT,DF_23WEEKS,0,,N
EDY091,DIRECT,DF_23WEEKS,0,,N
EDY092,DIRECT,DF_23WEEKS,0,,N
EDY093,DIRECT,DF_23WEEKS,0,,N
EDY094,DIRECT,DF_23WEEKS,0,,N
EDY095,DIRECT,DF_23WEEKS,0,,N
EDY119,DIRECT,DF_23WEEKS,0,,N
EDY120,DIRECT,DF_23WEEKS,0,,N
EDY121,DIRECT,DF_23WEEKS,0,,N
EDY122,DIRECT,DF_23WEEKS,0,,N
EDY123,DIRECT,DF_23WEEKS,0,,N
EDY124,DIRECT,DF_23WEEKS,0,,N
EDY125,DIRECT,DF_23WEEKS,0,,N
EDY126,DIRECT,DF_23WEEKS,0,,N
EDY127,DIRECT,DF_23WEEKS,0,,N
EDY128,DIRECT,DF_23WEEKS,0,,N
EDY129,DIRECT,DF_23WEEKS,0,,N
EDY130,STOCKED,DF_23WEEKS,0,,Y
EDY134,DIRECT,DF_23WEEKS,0,,N
EDY135,DIRECT,DF_23WEEKS,0,,N
EDY146,DIRECT,DF_23WEEKS,0,,N
EDY147,DIRECT,DF_23WEEKS,0,,N
EDY148,DIRECT,DF_23WEEKS,0,,N
EDY149,DIRECT,DF_23WEEKS,0,,N
EDY150,DIRECT,DF_23WEEKS,0,,N
EDY151,DIRECT,DF_23WEEKS,0,,N
EDY152,DIRECT,DF_23WEEKS,0,,N
EDY153,DIRECT,DF_23WEEKS,0,,N
EDY160,DIRECT,DF_23WEEKS,0,,N
EDY161,DIRECT,DF_23WEEKS,0,,N
EDY162,DIRECT,DF_23WEEKS,0,,N
EDY163,DIRECT,DF_23WEEKS,0,,N
EDY164,DIRECT,DF_23WEEKS,0,,N
EDY165,DIRECT,DF_23WEEKS,0,,N
EDY166,DIRECT,DF_23WEEKS,0,,N
EDY167,DIRECT,DF_23WEEKS,0,,N
EDY168,DIRECT,DF_23WEEKS,0,,N
EDY169,DIRECT,DF_23WEEKS,0,,N
EDY170,DIRECT,DF_23WEEKS,0,,N
EDY171,DIRECT,DF_23WEEKS,0,,N
EDY172,DIRECT,DF_23WEEKS,0,,N
EDY173,DIRECT,DF_23WEEKS,0,,N
EDY174,DIRECT,DF_23WEEKS,0,,N
EDY175,DIRECT,DF_23WEEKS,0,,N
EDY200,DIRECT,DF_23WEEKS,0,,N
EDY201,DIRECT,DF_23WEEKS,0,,N
EDY202,DIRECT,DF_23WEEKS,0,,N
EDY203,DIRECT,DF_23WEEKS,0,,N
EDY204,DIRECT,DF_34WEEKS,0,,N
EDY205,DIRECT,DF_23WEEKS,0,,N
EDY206,DIRECT,DF_23WEEKS,0,,N
EDY207,DIRECT,DF_23WEEKS,0,,N
EDY208,DIRECT,DF_23WEEKS,0,,N
EDY209,DIRECT,DF_23WEEKS,0,,N
EDY210,DIRECT,DF_23WEEKS,0,,N
EDY211,DIRECT,DF_23WEEKS,0,,N
EDY212,DIRECT,DF_23WEEKS,0,,N
EDY213,DIRECT,DF_23WEEKS,0,,N
EDY214,DIRECT,DF_23WEEKS,0,,N
EDY215,DIRECT,DF_23WEEKS,0,,N
EDY216,DIRECT,DF_23WEEKS,0,,N
EDY217,DIRECT,DF_23WEEKS,0,,N
EDY218,DIRECT,DF_23WEEKS,0,,N
EDY219,DIRECT,DF_23WEEKS,0,,N
EDY220,DIRECT,DF_23WEEKS,0,,N
EDY221,DIRECT,DF_23WEEKS,0,,N
EDY222,DIRECT,DF_23WEEKS,0,,N
EDY223,DIRECT,DF_23WEEKS,0,,N
EDY494,DIRECT,DF_23WEEKS,0,,N
EDY495,DIRECT,DF_23WEEKS,0,,N
EDY496,DIRECT,DF_23WEEKS,0,,N
EDY497,DIRECT,DF_23WEEKS,0,,N
EDY498,DIRECT,DF_23WEEKS,0,,N
EDY499,DIRECT,DF_23WEEKS,0,,N
EDY784,DIRECT,DF_23WEEKS,0,,N
EDY785,DIRECT,DF_23WEEKS,0,,N
EDY786,DIRECT,DF_23WEEKS,0,,N
EDY787,DIRECT,DF_23WEEKS,0,,N
EDY788,DIRECT,DF_23WEEKS,0,,N
EDY789,DIRECT,DF_23WEEKS,0,,N
EDY795,DIRECT,DF_23WEEKS,0,,N
EDY796,DIRECT,DF_23WEEKS,0,,N
EDY797,DIRECT,DF_23WEEKS,0,,N
EDY798,DIRECT,DF_23WEEKS,0,,N
EDY799,DIRECT,DF_23WEEKS,0,,N
EDY814,DIRECT,DF_23WEEKS,0,,N
EDY815,DIRECT,DF_23WEEKS,0,,N
EDY816,DIRECT,DF_23WEEKS,0,,N
EDY817,DIRECT,DF_23WEEKS,0,,N
EDY818,DIRECT,DF_23WEEKS,0,,N
EDY819,DIRECT,DF_23WEEKS,0,,N
EDY830,DIRECT,DF_23WEEKS,0,,N
EDY831,DIRECT,DF_23WEEKS,0,,N
EDY832,DIRECT,DF_23WEEKS,0,,N
EDY833,DIRECT,DF_23WEEKS,0,,N
EDY834,DIRECT,DF_23WEEKS,0,,N
EDY835,DIRECT,DF_23WEEKS,0,,N
EDY836,DIRECT,DF_23WEEKS,0,,N
EDY837,DIRECT,DF_23WEEKS,0,,N
EDY838,DIRECT,DF_23WEEKS,0,,N
EDY839,DIRECT,DF_23WEEKS,0,,N
EDY840,DIRECT,DF_23WEEKS,0,,N
EDY841,DIRECT,DF_23WEEKS,0,,N
EDY842,DIRECT,DF_23WEEKS,0,,N
EDY843,DIRECT,DF_23WEEKS,0,,N
EDY844,DIRECT,DF_23WEEKS,0,,N
EDY845,DIRECT,DF_23WEEKS,0,,N
EDY846,DIRECT,DF_23WEEKS,0,,N
EDY847,DIRECT,DF_23WEEKS,0,,N
EDY848,DIRECT,DF_23WEEKS,0,,N
EDY849,DIRECT,DF_23WEEKS,0,,N
EDY850,DIRECT,DF_23WEEKS,0,,N
EDY851,DIRECT,DF_23WEEKS,0,,N
EDY852,DIRECT,DF_34WEEKS,0,,N
EDY853,DIRECT,DF_23WEEKS,0,,N
EDY854,DIRECT,DF_23WEEKS,0,,N
EDY855,DIRECT,DF_23WEEKS,0,,N
EDY856,DIRECT,DF_23WEEKS,0,,N
EDY857,DIRECT,DF_23WEEKS,0,,N
EDY858,DIRECT,DF_23WEEKS,0,,N
EDY859,DIRECT,DF_23WEEKS,0,,N
EDY860,DIRECT,DF_23WEEKS,0,,N
EDY861,DIRECT,DF_23WEEKS,0,,N
EDY862,DIRECT,DF_23WEEKS,0,,N
EDY863,DIRECT,DF_23WEEKS,0,,N
EDY864,DIRECT,DF_23WEEKS,0,,N
EDY865,DIRECT,DF_23WEEKS,0,,N
EDY866,DIRECT,DF_23WEEKS,0,,N
EDY867,DIRECT,DF_23WEEKS,0,,N
EDY868,DIRECT,DF_23WEEKS,0,,N
EDY869,DIRECT,DF_23WEEKS,0,,N
EDY870,DIRECT,DF_23WEEKS,0,,N
EDY871,DIRECT,DF_23WEEKS,0,,N
EDY872,STOCKED,DF_23WEEKS,0,,Y
EDY873,DIRECT,DF_23WEEKS,0,,N
EDY874,DIRECT,DF_23WEEKS,0,,N
EDY875,STOCKED,DF_23WEEKS,0,,Y
EDY876,STOCKED,DF_23WEEKS,0,,Y
EDY877,DIRECT,DF_23WEEKS,0,,N
EDY878,STOCKED,DF_45WEEKS,0,,Y
EDY879,STOCKED,DF_23WEEKS,0,,Y
EDY881,DIRECT,DF_23WEEKS,0,,N
EDY882,DIRECT,DF_23WEEKS,0,,N
EDY883,DIRECT,DF_23WEEKS,0,,N
EDY884,DIRECT,DF_23WEEKS,0,,N
EDY886,DIRECT,DF_23WEEKS,0,,N
EDY887,DIRECT,DF_23WEEKS,0,,N
EDY888,DIRECT,DF_23WEEKS,0,,N
EDY889,DIRECT,DF_23WEEKS,0,,N
EDY890,DIRECT,DF_23WEEKS,0,,N
EDY891,DIRECT,DF_23WEEKS,0,,N
EDY892,DIRECT,DF_23WEEKS,0,,N
EDY893,DIRECT,DF_23WEEKS,0,,N
EDY894,DIRECT,DF_23WEEKS,0,,N
EDY895,DIRECT,DF_23WEEKS,0,,N
EDY896,DIRECT,DF_23WEEKS,0,,N
EDY897,DIRECT,DF_23WEEKS,0,,N
EDY898,DIRECT,DF_23WEEKS,0,,N
EDY899,DIRECT,DF_23WEEKS,0,,N
EDY900,DIRECT,DF_23WEEKS,0,,N
EDY901,DIRECT,DF_23WEEKS,0,,N
EDY902,DIRECT,DF_23WEEKS,0,,N
EDY903,DIRECT,DF_23WEEKS,0,,N
EDY904,DIRECT,DF_23WEEKS,0,,N
EDY905,DIRECT,DF_23WEEKS,0,,N
EDY906,DIRECT,DF_23WEEKS,0,,N
EDY907,DIRECT,DF_23WEEKS,0,,N
EDY908,DIRECT,DF_23WEEKS,0,,N
EDY909,DIRECT,DF_23WEEKS,0,,N
EDY910,DIRECT,DF_23WEEKS,0,,N
EDY911,DIRECT,DF_23WEEKS,0,,N
EDY912,DIRECT,DF_23WEEKS,0,,N
EDY913,DIRECT,DF_23WEEKS,0,,N
EDY914,DIRECT,DF_23WEEKS,0,,N
EDY915,DIRECT,DF_23WEEKS,0,,N
EDY916,DIRECT,DF_23WEEKS,0,,N
EDY917,DIRECT,DF_23WEEKS,0,,N
EDY923,DIRECT,DF_23WEEKS,0,,N
EDY924,DIRECT,DF_23WEEKS,0,,N
EDY925,DIRECT,DF_23WEEKS,0,,N
EDY926,DIRECT,DF_23WEEKS,0,,N
EDY930,DIRECT,DF_23WEEKS,0,,N
EDY931,DIRECT,DF_23WEEKS,0,,N
EDY932,DIRECT,DF_23WEEKS,0,,N
EDY933,DIRECT,DF_23WEEKS,0,,N
EDY934,DIRECT,DF_23WEEKS,0,,N
EDY935,DIRECT,DF_23WEEKS,0,,N
EDY936,DIRECT,DF_23WEEKS,0,,N
EDY940,DIRECT,DF_23WEEKS,0,,N
EDY941,DIRECT,DF_23WEEKS,0,,N
EDY942,DIRECT,DF_23WEEKS,0,,N
EDY943,DIRECT,DF_23WEEKS,0,,N
EDY944,DIRECT,DF_23WEEKS,0,,N
EDY945,DIRECT,DF_23WEEKS,0,,N
EDY946,DIRECT,DF_23WEEKS,0,,N
EDY947,DIRECT,DF_23WEEKS,0,,N
EDY948,DIRECT,DF_23WEEKS,0,,N
EDY949,DIRECT,DF_23WEEKS,0,,N
EE303,STOCKED,,0,,Y
EE305,DIRECT,DF_23WEEKS,0,,N
EE309,DIRECT,DF_23WEEKS,0,,N
EE319,DIRECT,DF_23WEEKS,0,,N
EE323,DIRECT,DF_23WEEKS,0,,N
EE327,DIRECT,DF_23WEEKS,0,,N
EE329,DIRECT,DF_23WEEKS,0,,N
EE372,DIRECT,DF_810WEEKS,0,,N
EE398,DIRECT,DF_23WEEKS,0,,N
EE400,DIRECT,DF_810WEEKS,0,,N
EE405,DIRECT,DF_23WEEKS,0,,N
EE419-N,STOCKED,DF_34DAYS,0,,Y
EE424,DIRECT,DF_23WEEKS,0,,N
EE531,DIRECT,DF_23WEEKS,0,,N
EE532,DIRECT,DF_23WEEKS,0,,N
EE533,DIRECT,DF_23WEEKS,0,,N
EE534,DIRECT,DF_23WEEKS,0,,N
EE541,DIRECT,DF_23WEEKS,0,,N
EE546,DIRECT,DF_23WEEKS,0,,N
EE547,DIRECT,DF_23WEEKS,0,,N
EE548,DIRECT,DF_810WEEKS,0,,N
EE559,DIRECT,DF_23WEEKS,0,,N
EE562,DIRECT,DF_23WEEKS,0,,N
EE565,DIRECT,DF_23WEEKS,0,,N
EE569,DIRECT,DF_23WEEKS,0,,N
EE573,DIRECT,DF_23WEEKS,0,,N
EE956,DIRECT,DF_23WEEKS,0,,N
EF047-N,DIRECT,DF_56WEEKS,0,,N
EF047-P,DIRECT,DF_56WEEKS,0,,N
EF048-N,DIRECT,DF_23WEEKS,0,,N
EF048-P,DIRECT,DF_23WEEKS,0,,N
EF084,DIRECT,DF_56WEEKS,0,,N
EF085,STOCKED,DF_68WEEKS,0,,Y
EF096,STOCKED,DF_34DAYS,0,,Y
EF118,DIRECT,DF_23WEEKS,0,,N
EF120,STOCKED,DF_34DAYS,0,,Y
EF124,STOCKED,DF_34DAYS,0,,Y
EF126,STOCKED,DF_34DAYS,0,,Y
EF127,STOCKED,DF_34DAYS,0,,Y
EF146-N,DIRECT,DF_23WEEKS,0,,N
EF146-P,DIRECT,DF_23WEEKS,0,,N
EF147-N,DIRECT,DF_56WEEKS,0,,N
EF147-P,DIRECT,DF_56WEEKS,0,,N
EF148,STOCKED,DF_34DAYS,0,,Y
EF289-BL,STOCKED,DF_23WEEKS,0,,Y
EF289-BR,DIRECT,DF_23WEEKS,0,,N
EF289-R,DIRECT,DF_23WEEKS,0,,N
EF289-ST,DIRECT,DF_23WEEKS,0,,N
EF291-BL,DIRECT,DF_23WEEKS,0,,N
EF291-BR,DIRECT,DF_23WEEKS,0,,N
EF291-R,DIRECT,DF_23WEEKS,0,,N
EF291-ST,DIRECT,DF_23WEEKS,0,,N
EF293,DIRECT,DF_23WEEKS,0,,N
EF294,DIRECT,DF_23WEEKS,0,,N
EF295,DIRECT,DF_23WEEKS,0,,N
EF298,DIRECT,DF_23WEEKS,0,,N
EF299,DIRECT,DF_23WEEKS,0,,N
EF348,DIRECT,DF_23WEEKS,0,,N
EF418,STOCKED,DF_68WEEKS,0,,Y
EF419,STOCKED,DF_68WEEKS,0,,Y
EF443,STOCKED,DF_68WEEKS,0,,Y
EF444,DIRECT,DF_23WEEKS,0,,N
EF458,DIRECT,DF_23WEEKS,0,,N
EF662,STOCKED,DF_23WEEKS,0,,Y
EF711,DIRECT,DF_56WEEKS,0,,N
EF717,DIRECT,DF_56WEEKS,0,,N
EF725,DIRECT,DF_23WEEKS,0,,N
EF744,DIRECT,DF_23WEEKS,0,,N
EF745,DIRECT,DF_56WEEKS,0,,N
EF757,DIRECT,DF_56WEEKS,0,,N
EF798,DIRECT,DF_23WEEKS,0,,N
EF799,DIRECT,DF_23WEEKS,0,,N
EF800,DIRECT,DF_56WEEKS,0,,N
EF812,DIRECT,DF_56WEEKS,0,,N
EF816,DIRECT,DF_56WEEKS,0,,N
EF820,DIRECT,DF_56WEEKS,0,,N
EF824,DIRECT,DF_56WEEKS,0,,N
EF825,DIRECT,DF_56WEEKS,0,,N
EF826,DIRECT,DF_23WEEKS,0,,N
EF833,DIRECT,DF_23WEEKS,0,,N
EF863,DIRECT,DF_56WEEKS,0,,N
EF871,DIRECT,DF_56WEEKS,0,,N
EF872,DIRECT,DF_56WEEKS,0,,N
EF874,DIRECT,DF_56WEEKS,0,,N
EF875,DIRECT,DF_56WEEKS,0,,N
EF876,DIRECT,DF_23WEEKS,0,,N
EF877,DIRECT,DF_23WEEKS,0,,N
EF878,DIRECT,DF_23WEEKS,0,,N
EF879,DIRECT,DF_23WEEKS,0,,N
EF880,DIRECT,DF_23WEEKS,0,,N
EF881,DIRECT,DF_23WEEKS,0,,N
EF882,DIRECT,DF_23WEEKS,0,,N
EF883,DIRECT,DF_810WEEKS,0,,N
EF885,DIRECT,DF_23WEEKS,0,,N
EF887,DIRECT,DF_23WEEKS,0,,N
EF892,DIRECT,DF_56WEEKS,0,,N
EF894,DIRECT,DF_23WEEKS,0,,N
EF895,DIRECT,DF_23WEEKS,0,,N
EF896,DIRECT,DF_23WEEKS,0,,N
EF897,DIRECT,DF_56WEEKS,0,,N
EF898,DIRECT,DF_23WEEKS,0,,N
EF922,DIRECT,DF_23WEEKS,0,,N
EF924,DIRECT,DF_23WEEKS,0,,N
EF926,DIRECT,DF_23WEEKS,0,,N
EF930,DIRECT,DF_23WEEKS,0,,N
EF934,STOCKED,,0,,Y
EFA100,DIRECT,DF_23WEEKS,0,,N
EFA101,DIRECT,DF_23WEEKS,0,,N
EFA102,DIRECT,DF_23WEEKS,0,,N
EFA103,DIRECT,DF_23WEEKS,0,,N
EFA104,DIRECT,DF_23WEEKS,0,,N
EFA105,DIRECT,DF_34WEEKS,0,,N
EFA106,DIRECT,DF_23WEEKS,0,,N
EFA506,DIRECT,DF_23WEEKS,0,,N
EFA507,DIRECT,DF_23WEEKS,0,,N
EFA508,DIRECT,DF_23WEEKS,0,,N
EFA509,DIRECT,DF_23WEEKS,0,,N
EFA580,DIRECT,DF_23WEEKS,0,,N
EFA581,DIRECT,DF_23WEEKS,0,,N
EFA582,DIRECT,DF_34WEEKS,0,,N
EFA583,DIRECT,DF_23WEEKS,0,,N
EFA585,DIRECT,DF_23WEEKS,0,,N
EFA586,DIRECT,DF_23WEEKS,0,,N
EFA587,DIRECT,DF_23WEEKS,0,,N
EFA589,DIRECT,DF_23WEEKS,0,,N
EFA590,DIRECT,DF_23WEEKS,0,,N
EFA591,DIRECT,DF_23WEEKS,0,,N
EFA592,DIRECT,DF_23WEEKS,0,,N
EFA593,DIRECT,DF_23WEEKS,0,,N
EFA594,DIRECT,DF_23WEEKS,0,,N
EFA595,DIRECT,DF_23WEEKS,0,,N
EFA596,DIRECT,DF_23WEEKS,0,,N
EFA597,DIRECT,DF_23WEEKS,0,,N
EFA598,DIRECT,DF_23WEEKS,0,,N
EFA599,DIRECT,DF_23WEEKS,0,,N
EFA600,DIRECT,DF_23WEEKS,0,,N
EFA601,DIRECT,DF_23WEEKS,0,,N
EFA602,DIRECT,DF_23WEEKS,0,,N
EFA603,DIRECT,DF_23WEEKS,0,,N
EFA604,DIRECT,DF_23WEEKS,0,,N
EFA605,DIRECT,DF_23WEEKS,0,,N
EFA606,DIRECT,DF_23WEEKS,0,,N
EFA607,DIRECT,DF_23WEEKS,0,,N
EFA608,DIRECT,DF_23WEEKS,0,,N
EFA609,DIRECT,DF_23WEEKS,0,,N
EFA610,DIRECT,DF_23WEEKS,0,,N
EFA611,DIRECT,DF_23WEEKS,0,,N
EFA612,DIRECT,DF_23WEEKS,0,,N
EFA613,DIRECT,DF_23WEEKS,0,,N
